Co_ID,PO ID,Exchange,Name," Root
Ticker "," Market Cap (C$)
31-December-2023 "," O/S Shares
31-December-2023 ",Sector, Sub-Sector ,"HQ
Location","HQ
Region",Listing Type,Listing Date,Interlisted,Trading on OTC,"CPC/
Former
CPC","S&P/TSX Venture 
Composite Index",2023 Venture 50,USA City,Asia Region," Volume YTD
31-December-2023 "," Value (C$) YTD
31-December-2023 "," Number of 
Trades YTD
31-December-2023 "," Number of
Months in
Trading Data ",AFRICA,ASIA,AUS/NZ/PNG,CANADA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Royalty Streaming,Other Properties
V-00926,1051020,TSXV,Great Atlantic Resources Corp.,GR," 2,255,655 "," 50,125,666 ",Mining,,BC,Canada,,,,,Y,,,,," 16,431,344 "," 662,038 ", 922 , 12 ,,,,"NB, NL",,,,,,Y,,,,,,,,,,,,,,,Y,Y,,Antimony
V-04282,1176437,TSXV,CaNickel Mining Limited,CML," 2,251,222 "," 37,520,369 ",Mining,,BC,Canada,TSX Comedown,20160205,,,,,,,," 745,610 "," 68,983 ", 249 , 12 ,,,,"MB, ON",,,,,,,,Y,Y,,,Y,,,,,,,,,,,,
V-04071,1156480,TSXV,Candelaria Mining Corp.,CAND," 2,248,119 "," 149,874,626 ",Mining,,BC,Canada,QT from NEX,20160322,,,Y,,,,," 4,328,391 "," 130,567 ", 229 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04489,1181876,TSXV,KAPA Gold Inc.,KAPA," 2,232,430 "," 55,810,744 ",Mining,,BC,Canada,QT,20220525,,,Y,,,,," 3,431,456 "," 215,681 ", 307 , 12 ,,,,,,,,CA,,Y,,,,,,,,,,,,,,,,,,
V-02044,1023784,TSXV,Jubilee Gold Exploration Ltd.,JUB," 2,229,242 "," 7,961,578 ",Mining,,ON,Canada,,20130125,,,,,,,," 5,771 "," 2,494 ", 5 , 4 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,Y,
V-02790,1115906,TSXV,NV Gold Corporation,NVX," 2,218,636 "," 88,745,454 ",Mining,,BC,Canada,QT,20091126,,OTCQB,Y,,,,," 18,378,950 "," 854,546 "," 1,637 ", 12 ,,,,,,,Switzerland,NV,,Y,,,,,,,,,,,,,,,,,,
V-02482,1111045,TSXV,Sego Resources Inc.,SGZ," 2,215,407 "," 147,693,776 ",Mining,,BC,Canada,Other,20070327,,,,,,,," 7,942,314 "," 194,345 ", 325 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,Porphyry
V-03667,1135050,TSXV,Cleghorn Minerals Ltd.,CZZ," 2,205,270 "," 31,503,854 ",Mining,,QC,Canada,QT from NEX,20160824,,,Y,,,,," 133,602 "," 7,966 ", 15 , 7 ,,,,ON,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,
V-01436,1079919,TSXV,Glen Eagle Resources Inc.,GER," 2,187,030 "," 145,801,985 ",Mining,,QC,Canada,,,,,,,,,," 17,589,750 "," 346,783 ", 739 , 12 ,,,,QC,Honduras,,,,,Y,,,,,,,,,,,,,,,,,,Phosphate
V-01990,26055,TSXV,Azarga Metals Corp.,AZR," 2,177,843 "," 33,505,273 ",Mining,,BC,Canada,,,,,,,,,," 3,881,094 "," 79,020 ", 377 , 12 ,,,,,,Russia,,,,,Y,Y,,,,,,,,,,,Y,,,,,
V-02379,1108742,TSXV,Nevada Exploration Inc.,NGE," 2,174,135 "," 19,764,865 ",Mining,,QC,Canada,QT,20070305,,OTCQB,Y,,,,," 8,160,582 "," 300,868 ", 744 , 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-04650,1183690,TSXV,TinOne Resources Inc.,TORC," 2,168,795 "," 86,751,806 ",Mining,,BC,Canada,QT,20220105,,OTCQB,Y,,,,," 17,800,253 "," 1,980,542 "," 1,518 ", 12 ,,,Australia,,,,,,,Y,,,,,,,,,,,,,,,,,,Tin
V-02714,1116529,TSXV,Golden Share Resources Corporation,GSH," 2,168,386 "," 48,186,345 ",Mining,,ON,Canada,IPO,20080114,,,,,,,," 302,399 "," 14,987 ", 55 , 2 ,,,,ON,,,,,,Y,,,,Y,,,,,,,,,,,,,,
V-00825,1023020,TSXV,Golden Goliath Resources Ltd.,GNG," 2,163,091 "," 25,448,124 ",Mining,,BC,Canada,,,,,,,,,," 12,246,077 "," 397,697 ", 937 , 12 ,,,,ON,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02515,1112263,TSXV,Lincoln Gold Mining Inc.,LMG," 2,131,667 "," 13,752,688 ",Mining,,BC,Canada,QT,20090821,,,Y,,,,," 2,195,705 "," 328,634 ", 380 , 12 ,,,,QC,,,,"CA,NV",,Y,,Y,Y,,,,,,,,,,,,,,,
V-04113,1161890,TSXV,BWR Exploration Inc.,BWR," 2,120,209 "," 106,010,461 ",Mining,,ON,Canada,IPO,20130404,,,,,,,," 7,993,289 "," 209,263 ", 307 , 12 ,,,,"MB, ON, QC",,,,,,Y,,Y,Y,,,,,,Y,,,,,,,Y,,
V-01411,26798,TSXV,Northern Lion Gold Corp.,NL," 2,109,953 "," 13,612,600 ",Mining,,BC,Canada,,,,,,,,,," 125,029 "," 23,042 ", 61 , 10 ,,,,BC,,,Cyprus,,,Y,,Y,,,,,,,,,,,,,,,,
V-04171,1161935,TSXV,Inomin Mines Inc.,MINE," 2,107,245 "," 38,313,552 ",Mining,,BC,Canada,QT,20170202,,,Y,,,,," 11,153,038 "," 784,143 "," 1,257 ", 12 ,,,,"BC, NL",,,,,,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-04191,1168740,TSXV,Silver Predator Corp.,SPD," 2,069,190 "," 29,559,854 ",Mining,,ID,USA,TSX Comedown,20140313,,,,,,Hayden,," 1,930,070 "," 128,654 ", 203 , 12 ,,,,,,,,"ID, NV",,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-04330,1175125,TSXV,Global Energy Metals Corporation,GEMC," 2,066,496 "," 45,922,127 ",Mining,,BC,Canada,Other,20170301,,OTCQB,,,,,," 14,313,956 "," 996,204 "," 1,483 ", 12 ,,,Australia,QC,,,Norway,"ID, NV",,Y,,Y,Y,,,Y,,,,,,,,,,,,Cobalt
V-02647,1114572,TSXV,Argentum Silver Corp.,ASL," 2,063,942 "," 51,598,543 ",Mining,,BC,Canada,QT from NEX,20110222,,,Y,,,,," 1,402,381 "," 66,592 ", 157 , 12 ,,,,,Peru,,,,,,Y,,,,,,,Y,Y,,,,,,,,,
V-04836,1184580,TSXV,Outback Goldfields Corp.,OZ," 2,042,969 "," 58,370,530 ",Mining,,BC,Canada,Other,20220106,,OTCQB,,,,,," 7,410,952 "," 496,930 ", 585 , 12 ,,,Australia,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01223,1097884,TSXV,International Iconic Gold Exploration Corp.,ICON," 2,026,509 "," 101,325,432 ",Mining,,BC,Canada,Other,20050203,,,,,,,," 4,980,279 "," 87,775 ", 339 , 12 ,,,,,Argentina,,,,,Y,Y,,Y,,,Y,,,Y,,,Y,,,,Y,,Cobalt
V-02004,38078,TSXV,Tres-Or Resources Ltd.,TRS," 2,018,709 "," 25,233,863 ",Mining,,BC,Canada,,,,,,,,,," 2,223,019 "," 171,225 ", 234 , 12 ,,,,"ON, QC",,,,,,Y,Y,,,,,,,,,,,,,,,Y,,
V-00816,20469,TSXV,Goldcliff Resource Corporation,GCN," 2,017,737 "," 67,257,907 ",Mining,,BC,Canada,,,,,,,,,," 5,867,053 "," 205,523 ", 368 , 12 ,,,,BC,,,,NV,,Y,Y,Y,,,,,,,,,,,,,,,,
V-03631,1122448,TSXV,EGR Exploration Ltd.,EGR," 2,009,960 "," 40,199,202 ",Mining,,BC,Canada,Other,20100929,,,,,,,," 6,938,542 "," 534,465 "," 1,157 ", 12 ,,,,"BC, NB, QC, SK",,,,,,,,Y,Y,Y,,Y,,,,Y,,,,,,,,Cobalt
V-02610,1114055,TSXV,Nickel North Exploration Corp.,NNX," 2,008,710 "," 100,435,497 ",Mining,,BC,Canada,QT from NEX,20120809,,,Y,,,,," 31,290,298 "," 1,123,798 "," 1,722 ", 12 ,,,,QC,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,
V-00847,21848,TSXV,Gossan Resources Limited,GSS," 2,004,044 "," 66,801,471 ",Mining,,MB,Canada,,,,,,,,,," 5,851,106 "," 267,770 ", 502 , 12 ,,,,"MB, ON",,,,,,Y,Y,,,,,Y,,,Y,,,Y,,,,,,
V-04899,1184935,TSXV,Kiboko Gold Inc.,KIB," 1,986,169 "," 44,137,093 ",Mining,,BC,Canada,IPO,20220629,,,,,,,," 6,799,100 "," 632,038 ", 548 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00177,1023933,TSXV,Fort St. James Nickel Corp.,FTJ," 1,968,620 "," 26,248,262 ",Mining,,BC,Canada,,,,,,,,,," 1,200,341 "," 120,625 ", 158 , 12 ,,,,"BC, NB",,,,,,Y,,,Y,,,,,,,,,,,,,,,
V-01278,1092854,TSXV,King Global Ventures Inc.,KING," 1,956,575 "," 7,114,819 ",Mining,,ON,Canada,Other,20050404,,,,,,,," 9,865,930 "," 461,746 ", 579 , 11 ,,,,NL,Nicaragua,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-04228,1170560,TSXV,Avidian Gold Corp.,AVG," 1,854,112 "," 185,411,207 ",Mining,,ON,Canada,QT from NEX,20171204,,,Y,,,,," 17,489,029 "," 427,719 ", 691 , 12 ,,,,,,,,"AK,NV",,Y,,,,,,,,,,,,,,,,,,
V-03803,1146680,TSXV,Nickelex Resource Corporation,NICK," 1,804,065 "," 90,203,230 ",Mining,,BC,Canada,Other,20110628,,OTCQB,,,,,," 5,098,946 "," 97,196 ", 150 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-00869,1063002,TSXV,Greencastle Resources Ltd.,VGN," 1,801,020 "," 40,022,671 ",Mining,,ON,Canada,,,,,,,,,," 2,208,759 "," 135,180 ", 215 , 12 ,,,,"AB, SK",,,,,Y,Y,,,,,,,,,,,,,,,,Y,Y,
V-04556,1182945,TSXV,Hanstone Gold Corp.,HANS," 1,786,509 "," 51,043,125 ",Mining,,BC,Canada,QT,20200824,,,Y,,,,," 4,512,164 "," 277,758 ", 389 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01803,1044236,TSXV,SLAM Exploration Ltd.,SXL," 1,711,594 "," 68,463,762 ",Mining,,NB,Canada,,,,,,,,,," 16,399,357 "," 668,382 ", 765 , 12 ,,,,"NB, ON",,,,,,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-01289,15667,TSXV,Mineral Hill Industries Ltd.,MHI," 1,705,985 "," 21,324,807 ",Mining,,BC,Canada,,,,,,,,,," 150,054 "," 14,180 ", 113 , 12 ,,,,BC,,,,OK,,Y,,,,,,,,,,,,,,,,Y,,
V-00450,10787,TSXV,Aben Minerals Ltd.,ABM," 1,684,776 "," 18,719,736 ",Mining,,BC,Canada,,,,,,,,,," 8,809,419 "," 528,109 ", 835 , 12 ,,,,"BC, YT",,,,,,Y,Y,,,,,,,Y,Y,,,,,,,,,
V-00752,24893,TSXV,Engold Mines Ltd.,EGM," 1,673,170 "," 37,181,546 ",Mining,,BC,Canada,,,,,,,,,," 2,335,213 "," 109,842 ", 318 , 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-03860,1148515,TSXV,Margaret Lake Diamonds Inc.,DIA," 1,659,430 "," 4,741,229 ",Mining,,BC,Canada,QT from NEX,20140421,,,Y,,,,," 5,863,946 "," 127,688 ", 234 , 7 ,,,,"BC, NT",,,,,,Y,,Y,Y,,,,,,,,,,,,,,,Cobalt
V-00713,28805,TSXV,Fjordland Exploration Inc.,FEX," 1,658,711 "," 82,935,531 ",Mining,,BC,Canada,,,,,,,,,," 9,988,483 "," 297,291 ", 407 , 12 ,,,,"BC, NL",,,,,,Y,,Y,Y,,,,,,,,,,,,,,,Cobalt
V-02474,1106069,TSXV,Galore Resources Inc.,GRI," 1,657,314 "," 165,731,430 ",Mining,,BC,Canada,Other,20070319,,OTCQB,,,,,," 2,979,294 "," 52,109 ", 158 , 12 ,,,,,Mexico,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02536,1112583,TSXV,South Atlantic Gold Inc.,SAO," 1,643,485 "," 109,565,666 ",Mining,,BC,Canada,QT,20090826,,,Y,,,,," 13,504,630 "," 488,782 ", 273 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01192,1008887,TSXV,MacDonald Mines Exploration Ltd.,BMK," 1,642,395 "," 27,373,257 ",Mining,,ON,Canada,,,,,,,,,," 5,473,372 "," 338,923 ", 752 , 12 ,,,,ON,,,,,,Y,,,,,,Y,,,,,,,,,,,,
V-02836,1117841,TSXV,Norra Metals Corp.,NORA," 1,639,899 "," 109,326,586 ",Mining,,BC,Canada,QT,20101001,,,Y,,,,," 2,903,890 "," 48,434 ", 96 , 4 ,,,,BC,,,Norway,,,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-02669,1108570,TSXV,TomaGold Corporation,LOT," 1,617,173 "," 161,717,251 ",Mining,,QC,Canada,QT,20091007,,OTCQB,Y,,,,," 45,601,232 "," 1,049,422 "," 1,455 ", 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-02260,1101480,TSXV,Bullion Gold Resources Corp.,BGD," 1,605,246 "," 53,508,188 ",Mining,,QC,Canada,QT,20080521,,,Y,,,,," 12,070,938 "," 421,509 "," 1,007 ", 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02899,1119905,TSXV,Avrupa Minerals Ltd.,AVU," 1,596,143 "," 53,204,754 ",Mining,,BC,Canada,QT,20100714,,,Y,,,,," 7,347,375 "," 282,736 ", 414 , 12 ,,,,,,,"Kosovo, Portugal",,,Y,,Y,,,,,,,Y,,,,,,,,,
V-04408,1180560,TSXV,BMEX Gold Inc.,BMEX," 1,545,269 "," 77,263,432 ",Mining,,BC,Canada,IPO,20180222,,OTCQB,,,,,," 15,368,223 "," 481,327 ", 711 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03827,1135692,TSXV,International Prospect Ventures Ltd.,IZZ," 1,534,854 "," 51,161,798 ",Mining,,QC,Canada,Other,20110715,,,,,,,," 6,463,712 "," 235,244 ", 354 , 12 ,,,Australia,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03859,1146290,TSXV,Masivo Silver Corp.,MASS," 1,533,524 "," 21,907,487 ",Mining,,AZ,USA,QT,20131003,,,Y,,,Scottsdale,," 3,933,235 "," 792,175 ", 944 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02845,1118018,TSXV,QCX Gold Corp.,QCX," 1,518,366 "," 75,918,312 ",Mining,,BC,Canada,QT,20110104,,OTCQB,Y,,,,," 12,193,574 "," 495,124 ", 682 , 12 ,,,,,Mexico,,,,,,Y,,,,,,,,,,,,,,,,,
V-04087,1155086,TSXV,Providence Gold Mines Inc.,PHD," 1,517,727 "," 60,709,075 ",Mining,,BC,Canada,IPO,20121211,,,,,,,," 3,635,766 "," 138,063 ", 296 , 12 ,,,,BC,,,,CA,,Y,,,,,,,,,,,,,,,,,,
V-00370,1097644,TSXV,Cascadero Copper Corporation,CCD," 1,500,649 "," 300,129,874 ",Mining,,ON,Canada,,,,,,,,,," 11,530,288 "," 94,651 ", 251 , 12 ,,,,,Argentina,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04585,1182980,TSXV,Apogee Minerals Ltd.,APMI," 1,489,600 "," 21,280,001 ",Mining,,BC,Canada,QT,20210804,,,Y,,,,," 660,173 "," 41,455 ", 64 , 9 ,,,,SK,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02841,1114745,TSXV,Mexican Gold Mining Corp.,MEX," 1,486,399 "," 21,234,278 ",Mining,,BC,Canada,IPO,20080602,,OTCQB,,,,,," 14,572,564 "," 334,004 ", 607 , 12 ,,,,,Mexico,,,,,Y,,Y,,,,,,,,,,,,,,Y,,
V-00459,34214,TSXV,WestKam Gold Corp.,WKG," 1,477,782 "," 22,735,107 ",Mining,,BC,Canada,,,,,,,,,," 6,814,564 "," 643,627 ", 446 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01816,38008,TSXV,Damara Gold Corp.,DMR," 1,470,308 "," 73,515,389 ",Mining,,BC,Canada,,,,,,,,,," 11,328,068 "," 364,674 ", 599 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01024,1023320,TSXV,Alturas Minerals Corp.,ALT," 1,456,321 "," 145,632,143 ",Mining,,Peru,Latin America,RTO,20060410,Lima (BVL),,,,,,," 2,038,999 "," 14,725 ", 25 , 1 ,,,,,Peru,,,,,Y,,Y,,,,,,,Y,,,,,,,,,
V-02541,1114125,TSXV,Blue Moon Metals Inc.,MOON," 1,452,225 "," 26,404,086 ",Mining,,BC,Canada,Other,20070607,,OTCQB,,,,,," 16,505,222 "," 286,200 ", 654 , 12 ,,,,NU,,,,CA,,Y,Y,Y,,,,,,Y,Y,,,,,,,,,
V-02157,1023879,TSXV,Li3 Lithium Corp.,LILI," 1,446,296 "," 41,322,738 ",Mining,,ON,Canada,,,,,,,,,," 6,335,262 "," 768,036 ", 929 , 12 ,,,,"ON, QC",,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-04239,1173135,TSXV,Lupaka Gold Corp.,LPK," 1,436,945 "," 20,527,784 ",Mining,,BC,Canada,TSX Comedown,20150218,,,,,,,," 629,157 "," 45,645 ", 182 , 12 ,,,,,Peru,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-03095,1126366,TSXV,Akwaaba Mining Ltd.,AML," 1,436,313 "," 10,259,375 ",Mining,,BC,Canada,QT,20110309,,,Y,,,,," 2,035,500 "," 35,621 ", 145 , 12 ,Ghana,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03810,1114685,TSXV,Blende Silver Corp.,BAG," 1,419,022 "," 70,951,120 ",Mining,,BC,Canada,Other,20110705,,,,,,,," 14,080,138 "," 287,784 ", 545 , 12 ,,,,YT,,,,,,,Y,,,,,,,,,,,,,,,,,
V-02767,1115206,TSXV,Orestone Mining Corp.,ORS," 1,416,506 "," 56,660,232 ",Mining,,BC,Canada,IPO,20080311,,,,,,,," 6,531,921 "," 216,796 ", 423 , 12 ,,,,BC,Chile,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04420,1179546,TSXV,Pacific Empire Minerals Corp.,PEMC," 1,355,223 "," 90,348,196 ",Mining,,BC,Canada,IPO,20180320,,,,,,,," 33,311,703 "," 418,019 ", 576 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02234,1101035,TSXV,Black Mammoth Metals Corporation,BMM," 1,349,534 "," 15,876,871 ",Mining,,BC,Canada,Other,20051214,,,,,,,," 563,423 "," 63,909 ", 114 , 12 ,,,,BC,,,,ID,,Y,,Y,,,,,,,,,,,,,,,,
V-04605,1183281,TSXV,Generation Gold Corp.,GEN," 1,336,798 "," 11,624,332 ",Mining,,BC,Canada,QT,20221228,,,Y,,,,," 299,468 "," 22,864 ", 78 , 12 ,,,,ON,,,,,,,,Y,,,,Y,,,,,,,,,,,,
V-03975,1155185,TSXV,Thunderstruck Resources Ltd.,AWE," 1,333,097 "," 26,661,946 ",Mining,,BC,Canada,QT,20140512,,,Y,,,,," 3,759,096 "," 293,835 ", 426 , 12 ,,Fiji,,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,,,
V-02535,1110160,TSXV,Central Iron Ore Limited,CIO," 1,333,049 "," 24,237,248 ",Mining,,Australia,Australia/NZ/PNG,Other,20070601,,,,,,,," 1,094,189 "," 66,726 ", 105 , 12 ,,,Australia,,,,,,,Y,,,,,,,Y,,,,,,,,,,,
V-04158,1166601,TSXV,Lodestar Battery Metals Corp.,LSTR," 1,330,095 "," 44,336,500 ",Mining,,BC,Canada,QT from NEX,20210305,,OTCQB,Y,,,,," 28,940,590 "," 1,236,384 "," 1,347 ", 12 ,,,,,Mexico,,,,,,Y,,,,,,,,,,,,,,,,,
V-01455,1092234,TSXV,Monarca Minerals Inc.,MMN," 1,265,546 "," 126,554,606 ",Mining,,ON,Canada,,,,,,,,,," 11,405,004 "," 147,082 ", 519 , 12 ,,,,,Mexico,,,,,,Y,,,,,,,,,,,,,,,,,
V-01604,1023519,TSXV,Teras Resources Inc.,TRA," 1,255,476 "," 251,095,124 ",Mining,,AB,Canada,,,,,,,,,," 8,642,584 "," 80,891 ", 224 , 10 ,,,,,,,,"CA, MT, NV",,Y,Y,,,,,,,,,,,,,,,,,
V-03833,1140545,TSXV,Blue River Resources Ltd.,BXR," 1,252,926 "," 250,585,232 ",Mining,,BC,Canada,IPO,20110826,,,,,,,," 44,760,774 "," 286,272 ", 679 , 5 ,,Cambodia,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-00463,35031,TSXV,Pacific Bay Minerals Ltd.,PBM," 1,238,863 "," 30,971,584 ",Mining,,BC,Canada,,,,,,,,,," 5,700,580 "," 208,966 ", 335 , 12 ,,,,"BC, QC",,,,,,Y,,,,,,,,,Y,,,,,,,Y,,
V-04412,1180613,TSXV,Ridgestone Mining Inc.,RMI," 1,224,099 "," 15,301,236 ",Mining,,Taiwan,Asia,IPO,20180216,,OTCQB,,,,,Taiwan," 785,230 "," 66,267 ", 224 , 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-04463,1180475,TSXV,Troubadour Resources Inc.,TR," 1,209,291 "," 15,116,134 ",Mining,,BC,Canada,Other,20180611,,,,,,,," 6,396,660 "," 351,832 ", 369 , 12 ,,,,BC,,,,TX,,Y,,Y,,,,,,,,,,,,,,,,
V-02623,1113792,TSXV,1844 Resources Inc.,EFF," 1,195,249 "," 79,683,258 ",Mining,,SK,Canada,QT from NEX,20120103,,,Y,,,,," 14,549,596 "," 449,316 ", 785 , 12 ,,,,QC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04464,1181196,TSXV,Stuve Gold Corp.,STUV," 1,185,939 "," 29,648,484 ",Mining,,AB,Canada,QT,20201013,,,Y,,,,," 495,257 "," 32,642 ", 140 , 11 ,,,,,Chile,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01257,32714,TSXV,Madoro Metals Corp.,MDM," 1,179,701 "," 78,646,716 ",Mining,,BC,Canada,,,,,,,,,," 18,477,630 "," 860,869 ", 708 , 12 ,,,,QC,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-02233,1103569,TSXV,Harvest Gold Corp.,HVG," 1,174,969 "," 39,165,628 ",Mining,,BC,Canada,Other,20051213,,,,,,,," 17,757,550 "," 513,758 ", 893 , 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-04454,1181465,TSXV,Engineer Gold Mines Ltd.,EAU," 1,174,569 "," 26,101,533 ",Mining,,BC,Canada,Other,20180626,,OTCQB,,,,,," 7,146,244 "," 172,485 ", 322 , 12 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02785,1112886,TSXV,Newrange Gold Corp.,NRG," 1,132,615 "," 37,753,820 ",Mining,,BC,Canada,IPO,20080402,,,,,,,," 6,875,228 "," 142,630 ", 335 , 4 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-01857,21346,TSXV,Stellar AfricaGold Inc.,SPX," 1,113,525 "," 111,352,450 ",Mining,,QC,Canada,,,,,,,,,," 14,905,111 "," 387,433 ", 888 , 12 ,"Guinea, Mali",,,"BC, QC",,,,,,Y,,,,,,,,,,,,,,,,,,
V-02465,1109122,TSXV,Millennium Silver Corp.,MSC," 1,107,526 "," 221,505,226 ",Mining,,BC,Canada,Other,20070226,,,,,,,," 6,716,785 "," 48,123 ", 253 , 12 ,,,,,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-01371,35273,TSXV,GoldON Resources Ltd.,GLD," 1,086,609 "," 31,045,960 ",Mining,,BC,Canada,,,,,,,,,," 7,096,324 "," 586,735 "," 1,186 ", 12 ,,,,ON,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03735,1138395,TSXV,GGX Gold Corp.,GGX," 1,081,612 "," 36,053,731 ",Mining,,BC,Canada,IPO,20110216,,OTCQB,,,,,," 5,781,555 "," 299,236 ", 335 , 12 ,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-01293,1074403,TSXV,G.E.T.T. Gold Inc.,GETT," 1,070,232 "," 214,046,310 ",Mining,,QC,Canada,,,,,,,,,," 19,416,161 "," 127,256 ", 519 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04548,1182550,TSXV,GK Resources Ltd.,NIKL," 1,044,613 "," 17,410,211 ",Mining,,BC,Canada,IPO,20190321,,,,,,,," 237,407 "," 29,914 ", 41 , 10 ,,,,BC,Brazil,,,,,Y,,Y,Y,,,,,,,,,,,,,,,
V-03031,1125460,TSXV,Opawica Explorations Inc.,OPW," 1,040,229 "," 11,558,100 ",Mining,,BC,Canada,Other,20091005,,OTCQB,,,,,," 12,185,736 "," 459,437 ", 733 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01400,1058426,TSXV,Nortec Minerals Corp.,NVT," 1,019,339 "," 50,966,962 ",Mining,,BC,Canada,,,,,Y,,,,," 1,802,472 "," 49,138 ", 217 , 12 ,Guinea,,,NL,,,Finland,UT,,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,Vanadium
V-02988,1122256,TSXV,Lucky Minerals Inc.,LKY," 1,011,270 "," 202,254,083 ",Mining,,BC,Canada,Other,20090615,,,,,,,," 53,102,879 "," 1,001,375 "," 1,409 ", 12 ,,,,,Ecuador,,,MT,,Y,,Y,,,,,,,,,,,,,,,,
V-03773,1146400,TSXV,Mammoth Resources Corp.,MTH," 1,009,946 "," 67,329,753 ",Mining,,ON,Canada,QT,20111228,,,Y,,,,," 6,585,577 "," 115,829 ", 303 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-03685,1113437,TSXV,Baroyeca Gold & Silver Inc.,BGS," 997,271 "," 66,484,750 ",Mining,,BC,Canada,IPO,20101215,,,,,,,," 15,019,657 "," 436,460 ", 809 , 12 ,,,,,,,,AZ,,Y,,,,,,,,,,,,,,,,,,
V-03026,1024444,TSXV,Gitennes Exploration Inc.,GIT," 989,657 "," 65,977,122 ",Mining,,BC,Canada,Other,20091019,,,,,,,," 21,925,569 "," 587,225 ", 689 , 12 ,,,,BC,Peru,,,,,Y,Y,,,,,,,,,,,,,,,,Y,
V-03962,1153141,TSXV,Canoe Mining Ventures Corp.,CLV," 965,613 "," 24,140,316 ",Mining,,ON,Canada,QT,20131209,,,Y,,,,," 472,951 "," 23,380 ", 101 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01703,818794,TSXV,Rochester Resources Ltd.,RCT," 942,883 "," 47,144,125 ",Mining,,BC,Canada,,,,,,,,,," 524,322 "," 11,980 ", 93 , 11 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
